183;xml-id;auswahl;sender-1;sender-2;recipient-1;recipient-2;sender-placeName;recipient-placeName;date-cert;date-when;date-from;date-to;date-notBefore;date-notAfter;incipit;Handschrift- oder Abschriftennachweis;Umfang;Drucknachweis
n;;UN;Ferdinand Gregorovius;;Albrecht Pancritius;;Rom;Königsberg;high;1859-09-26;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 8;1 Dbl., 8°, 4 S.;D1: Heinrich Hubert Houben: Freundesbriefe von Ferdinand Gregorovius. In: Deutsche Rundschau. Bd. 167. Berlin 1916. S. 57–58 – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 78–79
n;G000098;ED;Ferdinand Gregorovius;;Alfred von Reumont;;Rom;Florenz;high;1859-09-28;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Reumont, S 1061, 292;1 Dbl., 8°, 2 ¼ S.;
n;G000097;ED;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1859-09-28;;;;;;H: GSA Weimar, 96/937, 7;2 Dbl., 8°, 6 ¾ S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 12–17 (leicht gekürzt)
n;G000406;ED;Ferdinand Gregorovius;;Sebastiano Kalefati;;Rom;Montecassino;high;1859-10-23;;;;;;H: Montecassino, Archivio dell’Abbazia, Carteggio Kalefati;1 Dbl., 8°, 3 S.;Tommaso Leccisotti: Alcune lettere di Ferdinando Gregorovius a Monaci Cassinesi. In: Benedictina. Fascicoli di studi Benededettini. Jg. 14. Fasc. 1. Rom 1967. S. 137–138 (ungenau und irrig datiert, 23.10.1839)
n;G000407;ED;Ferdinand Gregorovius;;Luigi Tosti;;Rom;Montecassino;high;1859-10-25;;;;;;H: Montecassino, Archivio dell’Abbazia, Carteggio Tosti, 115;1 Dbl., 8°, 3 S.;Tommaso Leccisotti: Alcune lettere di Ferdinando Gregorovius a Monaci Cassinesi. In: Benedictina. Fascicoli di studi Benededettini. Jg. 14. Fasc. 1. Rom 1967. S. 138–139
n;;UN;Ferdinand Gregorovius;;Karl Rosenkranz;;Rom;Königsberg;high;1859-10-31;;;;;;;;D1: Max Jacobson: Ungedruckte Briefe von Ferdinand Gregorovius. In: Deutsche Revue über das gesamte nationale Leben der Gegenwart. Jg. 19. Stuttgart [u. a.] 1894. Bd. 2. S. 356–358 (gekürzt) – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 177–179
n;G000434;ED;Ferdinand Gregorovius;;Sebastiano Kalefati;;Rom;Montecassino;high;1859-11-27;;;;;;H: Montecassino, Archivio dell’Abbazia, Carteggio Kalefati;1 Dbl., 8°, 3 S.;Tommaso Leccisotti: Alcune lettere di Ferdinando Gregorovius a Monaci Cassinesi. In: Benedictina. Fascicoli di studi Benededettini. Jg. 14. Fasc. 1. Rom 1967. S. 139–140 (gekürzt)
n;G000096;ED;Ferdinand Gregorovius;;Malwida von Meysenbug;;Rom;Paris;high;1859-11-29;;;;;;H: GSA Weimar, 116/107, 3;1 Dbl., 12°, 4 S. (unvollständig, 2r–v auR Textverlust durch Blattabschnitt);Berta Schleicher: Ferdinand Gregorovius und Malwida von Meysenbug. Unveröffentlichte Briefe. In: Der Türmer. Monatsschrift für Gemüt und Geist. Jg. 25. H. 4. Stuttgart 1923. S. 238 (gekürzt)
;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1859-12-06;;;;;;h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch V, 52;;
n;G000095;ED;Ferdinand Gregorovius;;Eduard Brockhaus;;Rom;Leipzig;high;1859-12-10;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 53;1 Bl., 4°, 1 S.;
n;G000080;ED;Ferdinand Gregorovius;;Moritz Hartmann;;Rom;Florenz;high;1859-12-10;;;;;;H: Wienbibliothek im Rathaus, NL Moritz Hartmann, I. N. 43810;1 Dbl., 4°, 3 S.;
n;;UN;Christian Karl Josias Freiherr von Bunsen;;Ferdinand Gregorovius;;Cannes;Rom;high;1859-12-19;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Bunsen, Christian Karl Josias von, 1;1 Dbl., 8°, 4 S. + Umschlag;
n;G000081;ED;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1859-12-22;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 26;1 Dbl., 4°, 4 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 232–235 (gekürzt)
n;G000079;ED;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1859-12-22;;;;;;H: GSA Weimar, 96/937, 8;1 Dbl., 1 Bl., 8°, 4 ¾ S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 17–20 (gekürzt)
n;G000421;ED;Ferdinand Gregorovius;;Luigi Tosti;;Rom;Montecassino;high;1859-12-23;;;;;;H: Montecassino, Archivio dell’Abbazia, Carteggio Tosti, 116;1 Dbl., 8°, 2 ½ S.;Tommaso Leccisotti: Alcune lettere di Ferdinando Gregorovius a Monaci Cassinesi. In: Benedictina. Fascicoli di studi Benededettini. Jg. 14. Fasc. 1. Rom 1967. S. 140–141
;G000408;ED;Ferdinand Gregorovius;;Giovanni Battista De Rossi;;Rom;Rom;high;1859-12-26;;;;;;H: Rom, Biblioteca Apostolica Vaticana, Vat. Lat. 14241, Carteggio Giovanni Battista De Rossi 1858–1859, fol. 783, Nr. 171;1 Bl., 8°, 1 S.;
;ed_yns_ct5_4wb;ED;Ferdinand Gregorovius;;Christian Karl Josias Freiherr von Bunsen;;Rom;Cannes;high;1860-01-05;;;;;;H: GhStA Berlin, I. HA, Rep. 92, Dep. Bunsen, v., Karl Josias, B Nr. 50c, Paket 1, In Cannes (1859–1860) erhaltene Briefe, Bl. 176–177;1 Dbl., 8°, 3 ¼ S.;
n;;UN;Johann Matthias Watterich;;Alfred von Reumont;;Braunsberg;Rom;high;1860-01-05;;;;;;H: Universitäts- und Landesbibliothek Bonn, S 1068;1 Dbl., 8°, 4 S.;
n;G000094;ED;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1860-01-07;;;;;;H: GSA Weimar, 96/937, 9;1 Bl., 8°, 1 S.;
n;;UN;Christian Karl Josias Freiherr von Bunsen;;Ferdinand Gregorovius;;Cannes;Rom;high;1860-01-09;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Bunsen, Christian Karl Josias von, 2;1 Dbl., 8°, 1 ¾ S. + Umschlag;
n;G000093;ED;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1860-01-11;;;;;;H: GSA Weimar, 96/937, 10;1 Dbl., 1 Bl., 8°, 5 ¼ S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 20–23 (gekürzt)
n;;UN;Ferdinand Gregorovius;;Hermann Hauff;;Rom;Stuttgart;high;1860-01-26;;;;;;H: DLA Marbach, Handschriftenabteilung, A: Hauff-Kölle (Morgenblatt), 34805;1 Bl., 8°, 1 S.;
n;;UN;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1860-01-26;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 27;1 Dbl., 8°, 2 ½ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 235–236 (gekürzt)
n;G000422;ED;Ferdinand Gregorovius;;Luigi Tosti;;Rom;Montecassino;high;1860-02-12;;;;;;H: Montecassino, Archivio dell’Abbazia, Carteggio Tosti, 119;1 Dbl., 8°, 4 S.;Tommaso Leccisotti: Alcune lettere di Ferdinando Gregorovius a Monaci Cassinesi. In: Benedictina. Fascicoli di studi Benededettini. Jg. 14. Fasc. 1. Rom 1967. S. 141–143
n;G000089;ED;Ferdinand Gregorovius;;Alfred von Reumont;;Rom;Florenz;high;1860-02-28;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Reumont, S 1061, 293;1 Bl., 4°, 1 S.;
n;G000092;ED;Ferdinand Gregorovius;;Alfred von Reumont;;Rom;Florenz;high;1860-03-10;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Reumont, S 1061, 294;1 Bl., 4°, 1 S.;
n;G000091;ED;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Rom;Stuttgart;high;1860-03-13;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 28;1 Dbl., 4°, 2 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 236–237 (gekürzt)
n;;UN;Gustav Gregorovius;;Ferdinand Gregorovius;;Brooklyn, NY;Rom;high;1860-03-14;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Gregorovius, Gustav Edwin;1 Bl., 4°, 2 S. + Umschlag;
n;G000090;ED;Ferdinand Gregorovius;;Ottilie Elgnowski;Emilie Auguste Gregorovius;Rom;Insterburg;high;1860-03-17;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Ottilie, 1b;1 Dbl., 8°, 4 S.;
n;G000104;ED;Ferdinand Gregorovius;;Moritz Hartmann;;Rom;Florenz;high;1860-03-19;;;;;;H: Wienbibliothek im Rathaus, Nachlass Moritz Hartmann, I. N. 43811;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Suzanne Henriette Bon;Jean Henry Bon;Rom;Königsberg;high;1860-03-19;;;;;;h (Hermann Elgnowski): BSB München, NL Gregorovius, Gregoroviusiana 20, Bon;;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 80–81
n;G000423;ED;Ferdinand Gregorovius;;Luigi Tosti;;Rom;Montecassino;high;1860-03-26;;;;;;H: Montecassino, Archivio dell’Abbazia, Carteggio Tosti, 117;1 Bl., 8°, 2 S.;Tommaso Leccisotti: Alcune lettere di Ferdinando Gregorovius a Monaci Cassinesi. In: Benedictina. Fascicoli di studi Benededettini. Jg. 14. Fasc. 1. Rom 1967. S. 143–144
n;G000117;ED;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Rom;Stuttgart;high;1860-03-28;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 29;1 Dbl., 8°, 2 ¾ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 237–239
n;G000086;ED;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1860-03-28;;;;;;H: GSA Weimar, 96/937, 11;1 Dbl., 8°, 2 ¾ S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 23–25 (gekürzt)
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1860-04-30;;;;;;H: GSA Weimar, 96/937, 12;1 Dbl., 8°, 4 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 25–27 (gekürzt)
n;G000425;ED;Ferdinand Gregorovius;;Sebastiano Kalefati;;Rom;Montecassino;high;1860-05-04;;;;;;H: Montecassino, Archivio dell’Abbazia, Carteggio Kalefati;1 Dbl., 8°, 3 ¾ S.;Tommaso Leccisotti: Alcune lettere di Ferdinando Gregorovius a Monaci Cassinesi. In: Benedictina. Fascicoli di studi Benededettini. Jg. 14. Fasc. 1. Rom 1967. S. 144–145
n;G000424;ED;Ferdinand Gregorovius;;Luigi Tosti;;Rom;Montecassino;high;1860-05-04;;;;;;H: Montecassino, Archivio dell’Abbazia, Carteggio Tosti, 118;1 Dbl., 8°, 2 ½ S.;Tommaso Leccisotti: Alcune lettere di Ferdinando Gregorovius a Monaci Cassinesi. In: Benedictina. Fascicoli di studi Benededettini. Jg. 14. Fasc. 1. Rom 1967. S. 144
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Rom;Stuttgart;high;1860-05-25;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 30;1 Bl., 8°, 1 ½ S.;
;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1860-06-15;;;;;[Honoraranweisung];h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch V, 101;;
n;G000309;UN;Salvatore Viale;;Ferdinand Gregorovius;;Rom;Rom;high;1860-06-15;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Viale, Salvatore, 4;1 Bl., 8°, ½ S.;
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;Florenz;Heiden;high;1860-07-02;;;;;;H: GSA Weimar, 96/937, 13;1 Dbl., 8°, 2 ¼ S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 28 (gekürzt)
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Florenz;Stuttgart;high;1860-07-07;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 31;1 Dbl., 8°, 2 ¾ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 239 (gekürzt)
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Heiden;Stuttgart;high;1860-07-15;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 32;1 Bl., 8°, ¾ S.;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Heiden;Stuttgart;high;1860-07-22;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 33;1 Bl., 8°, ½ S. ;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 239
;;UN;Moritz August Freiherr von Bethmann-Hollweg;;Ferdinand Gregorovius;;Berlin;Heiden;high;1860-07-23;;;;;;h: GhStA Berlin, I. HA, Rep. 76, Vf. Lit. G, Nr. 25, Bl. 8;¾ S. (Briefkopierbuch);
n;;UN;Ferdinand Gregorovius;;Louis Harder;;Nürnberg;Königsberg;high;1860-07-28;;;;;;H: BSB München, Autogr., Gregorovius, Ferdinand, 3;1 Bl., 4°, 2 S.;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 81–82
n;;UN;Ferdinand Gregorovius;;François Sabatier;;Danzig;Florenz;high;1860-08-00;;;;;[Widmungsschreiben: Beischluss zum Brief von Gregorovius an Heinrich Brockhaus, 1.10.1860 (Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 57)];H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 54;1 Dbl., 8°, 4 S.;
;ed_kzj_2qv_4wb;ED;Ferdinand Gregorovius;;Christian Karl Josias Freiherr von Bunsen;;Danzig;Bonn;high;1860-08-05;;;;;;H: GhStA Berlin, I. HA, Rep. 92, Dep. Bunsen, v., Karl Josias, B Nr. 50c, Paket 2, Beantwortete Briefe 1860;1 Dbl., 8°, 2 ¼ S.;
n;G000122;ED;Ferdinand Gregorovius;;Hermann von Thile;;Danzig;Heiden;high;1860-08-09;;;;;;H: GSA Weimar, 96/937, 14;1 Dbl., 1 Bl., 8°, 5 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 29–32 (gekürzt)
;ed_stv_wxl_qwb;ED;Ferdinand Gregorovius;;Moritz August Freiherr von Bethmann-Hollweg;;Königsberg;Berlin;high;1860-08-19;;;;;;H: GhStA Berlin, I. HA, Rep. 76, Vf. Lit. G, Nr. 25, Bl. 10;1 Bl., 4º, 1 ¾ S.;
n;G000123;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Insterburg;Leipzig;high;1860-09-13;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 55;1 Dbl., 4°, 3 S.;
n;;UN;Ferdinand Gregorovius;;Heinrich Brockhaus;;Königsberg;Leipzig;high;1860-09-22;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 56;1 Dbl., 4°, ¾ S.;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Berlin;Stuttgart;high;1860-09-28;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 34;1 Bl., 8°, ¾ S.;
n;G000124;ED;Ferdinand Gregorovius;;Hermann von Thile;;Berlin;Heiden;high;1860-09-30;;;;;;H: GSA Weimar, 96/937, 15;1 Dbl., 8°, 2 ¾ S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 32–33 (gekürzt)
n;G000125;ED;Ferdinand Gregorovius;;Eduard Brockhaus;;Berlin;Leipzig;high;1860-10-01;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 57;1 Dbl., 8°, 2 ¼ S.;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Berlin;Stuttgart;high;1860-10-01;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 35;1 Bl., 8°, ¾ S.;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;Rom;Leipzig;high;1860-10-19;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 58;1 Bl., 4°, 1 S.;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Rom;Stuttgart;high;1860-10-19;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 36;1 Bl., 8°, 1 ¼ S.;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;Rom;Leipzig;high;1860-11-26;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 59;1 Dbl., 4°, ¾ S. (1r) + ¾ S. (2r Empfängerliste Freiexemplare);
;;UN;Friedrich Wilhelm Schubert;;Ferdinand Gregorovius;;Königsberg;Rom;high;1861-01-11;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 19, 2 (Begleitschreiben zur Ernennung zum Mitglied d. K. Deutschen Gesellschaft in Königsberg, 6.12.1860);1 Bl., 4°, 1 S.;
n;;UN;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1861-01-14;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 37;1 Bl., 8°, 2 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 241–242
n;;UN;Ferdinand Gregorovius;;Rudolf Ferdinand Leopold Skrzeczka;Frau Skrzeczka;Rom;Königsberg;high;1861-01-14;;;;;;h (Hermann Elgnowski): BSB München, NL Gregorovius, Gregoroviusiana 20, Skrczecka;;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 83
n;;UN;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1861-02-28;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 38;1 Bl., 8°, 2 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 242–243
n;G000129;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1861-03-03;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 60;1 Dbl., 8°, 4 S.;
n;G000132;ED;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1861-03-17;;;;;;H: GSA Weimar, 96/937, 17;1 Dbl., 1 Bl., 8°, 5 ¾ S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 37–42 (gekürzt)
n;;UN;Ferdinand Gregorovius;;F. A. Brockhaus Verlag;;Rom;Leipzig;high;1861-04-29;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 61;1 Bl., 8°, ¾ S.;
n;G000133;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1861-04-30;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 62;1 Dbl., 8°, 3 S.;
n;G000145;ED;Ferdinand Gregorovius;;Carl Theodor von Piloty;;Rom;München;high;1861-05-14;;;;;;FH: Germanisches Nationalmuseum Nürnberg, Deutsches Kunstarchiv, NL Piloty, Carl von;1 Bl., 8°, 2 S.;
n;G000426;ED;Ferdinand Gregorovius;;Sebastiano Kalefati;Luigi Tosti;Rom;Montecassino;high;1861-05-19;;;;;;H: Montecassino, Archivio dell’Abbazia, Carteggio Kalefati;1 Dbl., 8°, 4 S. (unvollständig);Tommaso Leccisotti: Alcune lettere di Ferdinando Gregorovius a Monaci Cassinesi. In: Benedictina. Fascicoli di studi Benededettini. Jg. 14. Fasc. 1. Rom 1967. S. 146–147
n;G000427;ED;Ferdinand Gregorovius;;Sebastiano Kalefati;;Rom;Montecassino;high;1861-06-06;;;;;;H: Montecassino, Archivio dell’Abbazia, Carteggio Kalefati;1 Dbl., 8°, 3 ½ S.;Tommaso Leccisotti: Alcune lettere di Ferdinando Gregorovius a Monaci Cassinesi. In: Benedictina. Fascicoli di Studi Benedettini. Jg. 14. Fasc. 1. Rom 1967. S. 147–148
n;G000135;ED;Ferdinand Gregorovius;;Hermann von Thile;;Genazzano;Heiden;high;1861-07-12;;;;;;H: GSA Weimar, 96/937, 18;1 Dbl., 1 Bl., 8°, 6 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 42–45 (gekürzt)
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1861-10-19;;;;;;H: GSA Weimar, 96/937, 19;1 Dbl., 8°, 4 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 45–47 (gekürzt)
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Baden-Baden;high;1861-11-30;;;;;;H: GSA Weimar, 96/937, 20;1 Dbl., 8°, 4 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 47–49 (gekürzt)
n;;UN;Ferdinand Gregorovius;;Ludwig Friedländer;;Rom;Königsberg;high;1861-12-14;;;;;;H: Hessisches Staatsarchiv Marburg, Bestand 340, Depositum Dehio, Teil A: Nachlaß Ludwig Friedländer, A 47;1 Dbl., 8°, 2 ½ S. + Umschlag;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 83–84
n;G000137;ED;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1861-12-20;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 40;1 Dbl., 8°, 2 ½ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 243–244
n;G000140;ED;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1862-01-01;;;;;;H: GSA Weimar, 96/937, 21;1 Dbl., 8°, 5 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 49–52 (gekürzt)
n;G000141;ED;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1862-01-14;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 42;1 Dbl., 12°, 4 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 244–245
;G000409;ED;Ferdinand Gregorovius;;Giovanni Battista De Rossi;;Rom;Rom;high;1862-05-08;;;;;;H: Rom, Biblioteca Apostolica Vaticana, Vat. Lat. 14243, Carteggio Giovanni Battista De Rossi 1862–1863, fol. 145, Nr. 90;1 Bl., 8°, 1 S.;
n;;UN;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1862-05-10;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 43;1 Dbl., 8°, 2 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 246–247
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1862-05-17;;;;;;h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch V, 334;;
n;;UN;Ferdinand Gregorovius;;Ludwig Friedländer;;Rom;Königsberg;high;1862-05-25;;;;;;H: Hessisches Staatsarchiv Marburg, Bestand 340, Depositum Dehio, Teil A: Nachlaß Ludwig Friedländer, A 47;1 Dbl., 8°, 4 S.;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 85–86
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Rom;Stuttgart;high;1862-05-26;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 44;1 Dbl., 8°, 1 ¾ S.;
;;UN;Heinrich von Mühler;;Ferdinand Gregorovius;;Berlin;Rom;high;1862-05-28;;;;;;h: GhStA Berlin, I. HA, Rep. 76, Vf. Lit. G, Nr. 25, Bl. 22;1 ½ S. (Briefkopierbuch);
n;;UN;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1862-05-31;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 45;1 Dbl., 8°, 3 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 247–248
n;G000146;ED;Ferdinand Gregorovius;;Friedrich Althaus;;Rom;London;high;1862-06-24;;;;;;;;Friedrich Althaus: Ungedruckte Briefe von Ferdinand Gregorovius. In: Deutsche Revue über das gesamte nationale Leben der Gegenwart. Jg. 19. Bd. 2. Stuttgart [u. a.] 1894. S. 248–250
n;G000147;ED;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1862-06-29;;;;;;H: GSA Weimar, 96/937, 22;1 Dbl., 8°, 4 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 52–54 (gekürzt)
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;St. Moritz;Stuttgart;high;1862-07-28;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 46;1 Bl., 8°, 1 S.;
